"time","price"
"Tue, 31 Mar 2020 19:53:03 GMT","1 USD = 17.879 ZAR"
"Tue, 31 Mar 2020 19:58:04 GMT","1 USD = 17.8727 ZAR"
"Tue, 31 Mar 2020 20:03:03 GMT","1 USD = 17.8897 ZAR"
"Tue, 31 Mar 2020 20:08:03 GMT","1 USD = 17.8835 ZAR"
"Tue, 31 Mar 2020 20:13:03 GMT","1 USD = 17.8811 ZAR"
"Tue, 31 Mar 2020 20:18:03 GMT","1 USD = 17.8712 ZAR"
"Tue, 31 Mar 2020 20:23:03 GMT","1 USD = 17.8824 ZAR"
"Tue, 31 Mar 2020 20:28:02 GMT","1 USD = 17.8835 ZAR"
"Tue, 31 Mar 2020 20:33:03 GMT","1 USD = 17.8617 ZAR"
"Tue, 31 Mar 2020 20:38:02 GMT","1 USD = 17.8764 ZAR"
"Tue, 31 Mar 2020 20:43:03 GMT","1 USD = 17.8736 ZAR"
"Tue, 31 Mar 2020 20:48:03 GMT","1 USD = 17.8704 ZAR"
"Tue, 31 Mar 2020 20:53:03 GMT","1 USD = 17.8658 ZAR"
"Tue, 31 Mar 2020 20:58:03 GMT","1 USD = 17.8653 ZAR"
"Tue, 31 Mar 2020 21:03:03 GMT","1 USD = 17.8393 ZAR"
"Tue, 31 Mar 2020 21:08:03 GMT","1 USD = INF ZAR"
"Tue, 31 Mar 2020 21:13:02 GMT","1 USD = 17.8427 ZAR"
"Tue, 31 Mar 2020 21:18:02 GMT","1 USD = 17.8413 ZAR"
"Tue, 31 Mar 2020 21:23:03 GMT","1 USD = 17.8413 ZAR"
"Tue, 31 Mar 2020 21:28:02 GMT","1 USD = 17.8413 ZAR"
"Tue, 31 Mar 2020 21:33:03 GMT","1 USD = 17.8545 ZAR"
"Tue, 31 Mar 2020 21:38:03 GMT","1 USD = 17.8524 ZAR"
"Tue, 31 Mar 2020 21:43:03 GMT","1 USD = 17.8566 ZAR"
"Tue, 31 Mar 2020 21:48:03 GMT","1 USD = 17.8664 ZAR"
"Tue, 31 Mar 2020 21:53:03 GMT","1 USD = 17.8541 ZAR"
"Tue, 31 Mar 2020 21:58:03 GMT","1 USD = 17.8488 ZAR"
"Tue, 31 Mar 2020 22:03:02 GMT","1 USD = 17.8526 ZAR"
"Tue, 31 Mar 2020 22:08:03 GMT","1 USD = 17.8532 ZAR"
"Tue, 31 Mar 2020 22:13:02 GMT","1 USD = 17.8546 ZAR"
"Tue, 31 Mar 2020 22:18:03 GMT","1 USD = 17.8564 ZAR"
"Tue, 31 Mar 2020 22:23:02 GMT","1 USD = 17.842 ZAR"
"Tue, 31 Mar 2020 22:28:02 GMT","1 USD = 17.8419 ZAR"
"Tue, 31 Mar 2020 22:33:03 GMT","1 USD = 17.8317 ZAR"
"Tue, 31 Mar 2020 22:38:03 GMT","1 USD = 17.8609 ZAR"
"Tue, 31 Mar 2020 22:43:03 GMT","1 USD = 17.8652 ZAR"
"Tue, 31 Mar 2020 22:48:03 GMT","1 USD = 17.8835 ZAR"
"Tue, 31 Mar 2020 22:53:03 GMT","1 USD = 17.8653 ZAR"
"Tue, 31 Mar 2020 22:58:03 GMT","1 USD = 17.8648 ZAR"
"Tue, 31 Mar 2020 23:03:03 GMT","1 USD = 17.8656 ZAR"
"Tue, 31 Mar 2020 23:08:03 GMT","1 USD = 17.8653 ZAR"
"Tue, 31 Mar 2020 23:13:03 GMT","1 USD = 17.8508 ZAR"
"Tue, 31 Mar 2020 23:18:03 GMT","1 USD = 17.866 ZAR"
"Tue, 31 Mar 2020 23:23:03 GMT","1 USD = 17.8658 ZAR"
"Tue, 31 Mar 2020 23:28:03 GMT","1 USD = 17.8601 ZAR"
"Tue, 31 Mar 2020 23:33:03 GMT","1 USD = 17.8713 ZAR"
"Tue, 31 Mar 2020 23:38:03 GMT","1 USD = 17.841 ZAR"
"Tue, 31 Mar 2020 23:43:03 GMT","1 USD = 17.8321 ZAR"
"Tue, 31 Mar 2020 23:48:04 GMT","1 USD = 17.8277 ZAR"
"Tue, 31 Mar 2020 23:53:03 GMT","1 USD = 17.8295 ZAR"
"Tue, 31 Mar 2020 23:58:03 GMT","1 USD = 17.8352 ZAR"
"Wed, 01 Apr 2020 00:03:03 GMT","1 USD = 17.8344 ZAR"
"Wed, 01 Apr 2020 00:08:03 GMT","1 USD = 17.8354 ZAR"
"Wed, 01 Apr 2020 00:13:03 GMT","1 USD = 17.8385 ZAR"
"Wed, 01 Apr 2020 00:18:02 GMT","1 USD = 17.856 ZAR"
"Wed, 01 Apr 2020 00:23:03 GMT","1 USD = 17.8574 ZAR"
"Wed, 01 Apr 2020 00:28:03 GMT","1 USD = 17.8546 ZAR"
"Wed, 01 Apr 2020 00:33:03 GMT","1 USD = 17.851 ZAR"
"Wed, 01 Apr 2020 00:38:03 GMT","1 USD = 17.8491 ZAR"
"Wed, 01 Apr 2020 00:43:03 GMT","1 USD = 17.8411 ZAR"
"Wed, 01 Apr 2020 00:48:02 GMT","1 USD = 17.841 ZAR"
"Wed, 01 Apr 2020 00:53:03 GMT","1 USD = 17.8474 ZAR"
"Wed, 01 Apr 2020 00:58:03 GMT","1 USD = 17.8347 ZAR"
"Wed, 01 Apr 2020 01:03:03 GMT","1 USD = 17.8292 ZAR"
"Wed, 01 Apr 2020 01:08:03 GMT","1 USD = 17.8268 ZAR"
"Wed, 01 Apr 2020 01:13:03 GMT","1 USD = 17.8322 ZAR"
"Wed, 01 Apr 2020 01:18:03 GMT","1 USD = 17.8353 ZAR"
"Wed, 01 Apr 2020 01:23:03 GMT","1 USD = 17.8408 ZAR"
"Wed, 01 Apr 2020 01:28:03 GMT","1 USD = 17.8309 ZAR"
"Wed, 01 Apr 2020 01:33:03 GMT","1 USD = 17.8441 ZAR"
"Wed, 01 Apr 2020 01:38:03 GMT","1 USD = 17.8242 ZAR"
"Wed, 01 Apr 2020 01:43:03 GMT","1 USD = 17.8402 ZAR"
"Wed, 01 Apr 2020 01:48:03 GMT","1 USD = 17.8304 ZAR"
"Wed, 01 Apr 2020 01:53:03 GMT","1 USD = 17.8328 ZAR"
"Wed, 01 Apr 2020 01:58:03 GMT","1 USD = 17.8325 ZAR"
"Wed, 01 Apr 2020 02:03:03 GMT","1 USD = 17.8045 ZAR"
"Wed, 01 Apr 2020 02:08:03 GMT","1 USD = 17.8092 ZAR"
"Wed, 01 Apr 2020 02:13:03 GMT","1 USD = 17.8174 ZAR"
"Wed, 01 Apr 2020 02:18:03 GMT","1 USD = 17.824 ZAR"
"Wed, 01 Apr 2020 02:23:03 GMT","1 USD = 17.8127 ZAR"
"Wed, 01 Apr 2020 02:28:03 GMT","1 USD = 17.8121 ZAR"
"Wed, 01 Apr 2020 02:33:03 GMT","1 USD = 17.817 ZAR"
"Wed, 01 Apr 2020 02:38:03 GMT","1 USD = 17.81 ZAR"
"Wed, 01 Apr 2020 02:43:03 GMT","1 USD = 17.831 ZAR"
"Wed, 01 Apr 2020 02:48:03 GMT","1 USD = 17.8288 ZAR"
"Wed, 01 Apr 2020 02:53:03 GMT","1 USD = 17.8312 ZAR"
"Wed, 01 Apr 2020 02:58:03 GMT","1 USD = 17.822 ZAR"
"Wed, 01 Apr 2020 03:03:03 GMT","1 USD = 17.8297 ZAR"
"Wed, 01 Apr 2020 03:08:03 GMT","1 USD = 17.8243 ZAR"
"Wed, 01 Apr 2020 03:13:03 GMT","1 USD = 17.8251 ZAR"
"Wed, 01 Apr 2020 03:18:03 GMT","1 USD = 17.8485 ZAR"
"Wed, 01 Apr 2020 03:23:03 GMT","1 USD = 17.8523 ZAR"
"Wed, 01 Apr 2020 03:28:03 GMT","1 USD = 17.8519 ZAR"
"Wed, 01 Apr 2020 03:33:03 GMT","1 USD = 17.8456 ZAR"
"Wed, 01 Apr 2020 03:38:03 GMT","1 USD = 17.8265 ZAR"
"Wed, 01 Apr 2020 03:43:03 GMT","1 USD = 17.8341 ZAR"
"Wed, 01 Apr 2020 03:48:03 GMT","1 USD = 17.8483 ZAR"
"Wed, 01 Apr 2020 03:53:03 GMT","1 USD = 17.8845 ZAR"
"Wed, 01 Apr 2020 03:58:03 GMT","1 USD = 17.8817 ZAR"
"Wed, 01 Apr 2020 04:03:03 GMT","1 USD = 17.8838 ZAR"
"Wed, 01 Apr 2020 04:08:03 GMT","1 USD = 17.8823 ZAR"
"Wed, 01 Apr 2020 04:13:03 GMT","1 USD = 17.9286 ZAR"
"Wed, 01 Apr 2020 04:18:03 GMT","1 USD = 17.9302 ZAR"
"Wed, 01 Apr 2020 04:23:03 GMT","1 USD = 17.9305 ZAR"
"Wed, 01 Apr 2020 04:28:03 GMT","1 USD = 17.9189 ZAR"
"Wed, 01 Apr 2020 04:33:03 GMT","1 USD = 17.9204 ZAR"
"Wed, 01 Apr 2020 04:38:03 GMT","1 USD = 17.9081 ZAR"
"Wed, 01 Apr 2020 04:43:03 GMT","1 USD = 17.9119 ZAR"
"Wed, 01 Apr 2020 04:48:03 GMT","1 USD = 17.9119 ZAR"
"Wed, 01 Apr 2020 04:53:03 GMT","1 USD = 17.9071 ZAR"
"Wed, 01 Apr 2020 04:58:03 GMT","1 USD = 17.9058 ZAR"
"Wed, 01 Apr 2020 05:03:03 GMT","1 USD = 17.9035 ZAR"
"Wed, 01 Apr 2020 05:08:03 GMT","1 USD = 17.9053 ZAR"
"Wed, 01 Apr 2020 05:13:03 GMT","1 USD = 17.9037 ZAR"
"Wed, 01 Apr 2020 05:18:03 GMT","1 USD = 17.902 ZAR"
"Wed, 01 Apr 2020 05:23:03 GMT","1 USD = 17.8881 ZAR"
"Wed, 01 Apr 2020 05:28:03 GMT","1 USD = 17.8975 ZAR"
"Wed, 01 Apr 2020 05:33:03 GMT","1 USD = 17.895 ZAR"
"Wed, 01 Apr 2020 05:38:03 GMT","1 USD = 17.9044 ZAR"
"Wed, 01 Apr 2020 05:43:03 GMT","1 USD = 17.9027 ZAR"
"Wed, 01 Apr 2020 05:48:03 GMT","1 USD = 17.9044 ZAR"
"Wed, 01 Apr 2020 05:53:03 GMT","1 USD = 17.9369 ZAR"
"Wed, 01 Apr 2020 05:58:03 GMT","1 USD = 17.9378 ZAR"
"Wed, 01 Apr 2020 06:03:03 GMT","1 USD = 17.9445 ZAR"
"Wed, 01 Apr 2020 06:08:03 GMT","1 USD = 17.9442 ZAR"
"Wed, 01 Apr 2020 06:13:03 GMT","1 USD = 17.9683 ZAR"
"Wed, 01 Apr 2020 06:18:03 GMT","1 USD = 17.9733 ZAR"
"Wed, 01 Apr 2020 06:23:03 GMT","1 USD = 17.9813 ZAR"
"Wed, 01 Apr 2020 06:28:03 GMT","1 USD = 18.0038 ZAR"
"Wed, 01 Apr 2020 06:33:03 GMT","1 USD = 18.0032 ZAR"
"Wed, 01 Apr 2020 06:38:03 GMT","1 USD = 18.0249 ZAR"
"Wed, 01 Apr 2020 06:43:03 GMT","1 USD = 18.0059 ZAR"
"Wed, 01 Apr 2020 06:48:03 GMT","1 USD = 18.0127 ZAR"
"Wed, 01 Apr 2020 06:53:03 GMT","1 USD = 18.0582 ZAR"
"Wed, 01 Apr 2020 06:58:03 GMT","1 USD = 18.0336 ZAR"
"Wed, 01 Apr 2020 07:03:03 GMT","1 USD = 18.0741 ZAR"
"Wed, 01 Apr 2020 07:08:03 GMT","1 USD = 18.0647 ZAR"
"Wed, 01 Apr 2020 07:13:05 GMT","1 USD = 18.0411 ZAR"
"Wed, 01 Apr 2020 07:18:03 GMT","1 USD = 18.03 ZAR"
"Wed, 01 Apr 2020 07:23:03 GMT","1 USD = 18.0422 ZAR"
"Wed, 01 Apr 2020 07:28:03 GMT","1 USD = 18.0357 ZAR"
"Wed, 01 Apr 2020 07:33:03 GMT","1 USD = 18.0185 ZAR"
"Wed, 01 Apr 2020 07:38:03 GMT","1 USD = 18.0276 ZAR"
"Wed, 01 Apr 2020 07:43:03 GMT","1 USD = 18.0154 ZAR"
"Wed, 01 Apr 2020 07:48:04 GMT","1 USD = 18.0177 ZAR"
